image_name,target
ISIC_0015719,0.033802833
ISIC_0052212,0.0350054
ISIC_0068279,0.11118462
ISIC_0074268,0.046027567
ISIC_0074542,0.05615422
ISIC_0076262,0.049513962
ISIC_0076995,0.07486083
ISIC_0077472,0.019517118
ISIC_0077735,0.047976825
ISIC_0078703,0.034560237
ISIC_0079038,0.026022442
ISIC_0080512,0.045452356
ISIC_0080752,0.0446879
ISIC_0080817,0.13265313
ISIC_0081956,0.047789972
ISIC_0082348,0.08467289
ISIC_0082934,0.14384013
ISIC_0084270,0.06725057
ISIC_0084395,0.027416602
ISIC_0086349,0.12684955
ISIC_0086462,0.020244665
ISIC_0086632,0.020386403
ISIC_0087290,0.0111752255
ISIC_0088137,0.026254037
ISIC_0088489,0.04488438
ISIC_0090279,0.042620588
ISIC_0092870,0.11596682
ISIC_0094701,0.10499445
ISIC_0094755,0.07483226
ISIC_0094775,0.047845174
ISIC_0095805,0.030636886
ISIC_0096201,0.17400424
ISIC_0096227,0.008052435
ISIC_0096328,0.04420145
ISIC_0097499,0.014603481
ISIC_0097500,0.032577205
ISIC_0098198,0.030005982
ISIC_0099474,0.045511622
ISIC_0099546,0.030038029
ISIC_0100550,0.01057824
ISIC_0103298,0.022997817
ISIC_0105145,0.10837472
ISIC_0109415,0.042068813
ISIC_0109869,0.0778158
ISIC_0112097,0.025857074
ISIC_0112444,0.038884092
ISIC_0113820,0.034628063
ISIC_0114225,0.13092075
ISIC_0120729,0.040391702
ISIC_0124849,0.071941994
ISIC_0134357,0.01318733
ISIC_0140339,0.05701007
ISIC_0147642,0.049105566
ISIC_0147817,0.08819754
ISIC_0147869,0.012878928
ISIC_0148783,0.012392261
ISIC_0149568,0.043132555
ISIC_0149698,0.01067298
ISIC_0149918,0.07528372
ISIC_0150363,0.016303059
ISIC_0151200,0.03472324
ISIC_0152307,0.0438913
ISIC_0153265,0.117041685
ISIC_0153549,0.057572555
ISIC_0153589,0.039644916
ISIC_0153932,0.03136666
ISIC_0154032,0.08671979
ISIC_0154253,0.09363896
ISIC_0154813,0.026253805
ISIC_0154870,0.021450914
ISIC_0154872,0.04287802
ISIC_0154880,0.0903587
ISIC_0155012,0.096155815
ISIC_0155173,0.097796045
ISIC_0155273,0.04935612
ISIC_0155473,0.027709065
ISIC_0155575,0.03598124
ISIC_0156460,0.13035887
ISIC_0156642,0.10728073
ISIC_0157530,0.019656878
ISIC_0158127,0.024645666
ISIC_0158187,0.07651463
ISIC_0159060,0.14016695
ISIC_0159568,0.12664847
ISIC_0159663,0.0068766517
ISIC_0160270,0.01984175
ISIC_0160340,0.027177801
ISIC_0160455,0.11494979
ISIC_0160831,0.05935018
ISIC_0161840,0.024204021
ISIC_0162627,0.022218013
ISIC_0162708,0.03196032
ISIC_0162967,0.13193534
ISIC_0163639,0.08519664
ISIC_0163765,0.03057647
ISIC_0163767,0.028235786
ISIC_0163812,0.085617416
ISIC_0164145,0.055675197
ISIC_0164297,0.082560934
ISIC_0164512,0.08224902
ISIC_0164603,0.08993528
ISIC_0164809,0.08393935
ISIC_0165273,0.030633846
ISIC_0165449,0.085843466
ISIC_0165903,0.028764693
ISIC_0165945,0.14413525
ISIC_0166202,0.055708457
ISIC_0166935,0.08515213
ISIC_0166988,0.05764735
ISIC_0167093,0.049022164
ISIC_0168306,0.023447027
ISIC_0168399,0.048369396
ISIC_0168678,0.13799433
ISIC_0169604,0.017816935
ISIC_0169687,0.0619919
ISIC_0170008,0.061837167
ISIC_0170059,0.37170753
ISIC_0170101,0.061970424
ISIC_0170583,0.05837196
ISIC_0170696,0.08869255
ISIC_0170960,0.079155356
ISIC_0171235,0.060705215
ISIC_0172020,0.03711907
ISIC_0172163,0.045123443
ISIC_0172865,0.107205056
ISIC_0173137,0.032445367
ISIC_0173385,0.06062154
ISIC_0173485,0.021907544
ISIC_0174405,0.26892695
ISIC_0174903,0.1407948
ISIC_0174983,0.062120866
ISIC_0175364,0.1770833
ISIC_0175486,0.01965721
ISIC_0176577,0.04699169
ISIC_0177190,0.042691443
ISIC_0177304,0.052515548
ISIC_0177860,0.06777446
ISIC_0178430,0.24668181
ISIC_0179056,0.06254385
ISIC_0179074,0.012856335
ISIC_0179104,0.015905911
ISIC_0180194,0.06422631
ISIC_0180510,0.07956845
ISIC_0180660,0.01930992
ISIC_0181017,0.052632924
ISIC_0181374,0.020687293
ISIC_0181445,0.11352559
ISIC_0181678,0.070447505
ISIC_0182020,0.043769106
ISIC_0182730,0.04815745
ISIC_0183256,0.06811968
ISIC_0183290,0.05802006
ISIC_0184482,0.1262334
ISIC_0184944,0.005719119
ISIC_0185051,0.1040258
ISIC_0185177,0.023358231
ISIC_0185547,0.05784941
ISIC_0185918,0.050537784
ISIC_0186437,0.016352123
ISIC_0187428,0.09581562
ISIC_0187498,0.08799819
ISIC_0187812,0.06482391
ISIC_0188432,0.12689595
ISIC_0188926,0.05470069
ISIC_0188955,0.10719947
ISIC_0189059,0.18713684
ISIC_0189333,0.08403799
ISIC_0189336,0.021707347
ISIC_0189694,0.09955279
ISIC_0189837,0.053145364
ISIC_0190870,0.07361566
ISIC_0191366,0.047741678
ISIC_0192490,0.08870762
ISIC_0192701,0.01723597
ISIC_0193907,0.055205703
ISIC_0194550,0.057904642
ISIC_0194914,0.059116077
ISIC_0195078,0.01827507
ISIC_0195699,0.017065533
ISIC_0195972,0.10151157
ISIC_0196399,0.10602164
ISIC_0196403,0.15659694
ISIC_0196502,0.038360726
ISIC_0196694,0.065294
ISIC_0196945,0.042676106
ISIC_0197584,0.1014342
ISIC_0197636,0.028143639
ISIC_0198331,0.020297661
ISIC_0198375,0.021630606
ISIC_0198392,0.11708153
ISIC_0198861,0.10185508
ISIC_0199116,0.043481175
ISIC_0199455,0.08846301
ISIC_0199494,0.06732632
ISIC_0200174,0.01138591
ISIC_0200204,0.033938926
ISIC_0200921,0.1770219
ISIC_0200999,0.06931299
ISIC_0201767,0.01861683
ISIC_0202120,0.08435284
ISIC_0202167,0.021958595
ISIC_0202259,0.015488416
ISIC_0202576,0.02233471
ISIC_0202680,0.09663761
ISIC_0203233,0.045105454
ISIC_0204580,0.050973635
ISIC_0205127,0.08622798
ISIC_0205748,0.07775936
ISIC_0205926,0.12830757
ISIC_0207209,0.036692698
ISIC_0207268,0.1384899
ISIC_0207349,0.07170723
ISIC_0208378,0.086796135
ISIC_0209871,0.033518564
ISIC_0210282,0.022338131
ISIC_0210308,0.083343595
ISIC_0210423,0.1426664
ISIC_0210998,0.086095184
ISIC_0212729,0.033029817
ISIC_0213271,0.073198505
ISIC_0213336,0.014040557
ISIC_0213974,0.022308087
ISIC_0214037,0.08921531
ISIC_0214186,0.016307285
ISIC_0214635,0.039506726
ISIC_0214903,0.1284217
ISIC_0215054,0.044140685
ISIC_0215966,0.040086783
ISIC_0216690,0.033077866
ISIC_0217057,0.032127414
ISIC_0217111,0.042713795
ISIC_0217267,0.07078399
ISIC_0217818,0.07073914
ISIC_0218575,0.017417975
ISIC_0219948,0.02230983
ISIC_0220649,0.029721104
ISIC_0220926,0.01809976
ISIC_0221351,0.13820983
ISIC_0221590,0.060187887
ISIC_0222117,0.08535711
ISIC_0222150,0.09347684
ISIC_0224300,0.08549672
ISIC_0224397,0.026619636
ISIC_0224429,0.04085291
ISIC_0224919,0.032212652
ISIC_0224921,0.01365546
ISIC_0225295,0.028370842
ISIC_0226034,0.087466754
ISIC_0226072,0.06878967
ISIC_0226137,0.09728543
ISIC_0228497,0.015903616
ISIC_0228713,0.0124269305
ISIC_0228718,0.023529427
ISIC_0228772,0.1100336
ISIC_0229265,0.068895936
ISIC_0229459,0.051694546
ISIC_0229659,0.033334635
ISIC_0229680,0.020303125
ISIC_0229871,0.12681405
ISIC_0230332,0.08115072
ISIC_0230564,0.056257118
ISIC_0231167,0.015426279
ISIC_0231465,0.19807951
ISIC_0231828,0.012865859
ISIC_0232767,0.01977428
ISIC_0232963,0.08328115
ISIC_0233487,0.07757977
ISIC_0234038,0.09906594
ISIC_0234049,0.023577398
ISIC_0234140,0.2722347
ISIC_0234146,0.08482971
ISIC_0234248,0.04140083
ISIC_0235728,0.13667916
ISIC_0236237,0.02407001
ISIC_0236510,0.03655128
ISIC_0236531,0.09424549
ISIC_0236739,0.1484556
ISIC_0236778,0.14186646
ISIC_0237636,0.11726109
ISIC_0237721,0.08022588
ISIC_0237862,0.01678598
ISIC_0238002,0.044280905
ISIC_0238570,0.07901161
ISIC_0238711,0.020765046
ISIC_0238940,0.060852733
ISIC_0239070,0.07573708
ISIC_0239178,0.03972746
ISIC_0239597,0.17427325
ISIC_0239843,0.10932252
ISIC_0240365,0.012854581
ISIC_0240628,0.014120932
ISIC_0241109,0.09186503
ISIC_0242433,0.15289389
ISIC_0242571,0.16969633
ISIC_0242646,0.03872433
ISIC_0242801,0.11815193
ISIC_0243148,0.030369863
ISIC_0243160,0.115018666
ISIC_0243235,0.23290192
ISIC_0243683,0.08048491
ISIC_0244197,0.022829069
ISIC_0244877,0.054603934
ISIC_0245258,0.11309261
ISIC_0246090,0.12587424
ISIC_0247197,0.027434519
ISIC_0247242,0.15565704
ISIC_0247330,0.07324087
ISIC_0248114,0.15374826
ISIC_0248321,0.052610338
ISIC_0248521,0.016756687
ISIC_0248628,0.02423331
ISIC_0248936,0.007848176
ISIC_0249212,0.018407976
ISIC_0249982,0.16149615
ISIC_0250064,0.08835577
ISIC_0250069,0.056188945
ISIC_0250455,0.12992974
ISIC_0250839,0.10477006
ISIC_0250842,0.03401209
ISIC_0251149,0.051111665
ISIC_0252448,0.043378055
ISIC_0252649,0.08649415
ISIC_0253178,0.053324413
ISIC_0253516,0.07402296
ISIC_0253871,0.07234127
ISIC_0254447,0.11038166
ISIC_0254686,0.08513123
ISIC_0254698,0.034266833
ISIC_0255205,0.03747451
ISIC_0255914,0.07665674
ISIC_0255997,0.070683606
ISIC_0256715,0.010323805
ISIC_0257447,0.021808699
ISIC_0258061,0.19401926
ISIC_0258065,0.050082486
ISIC_0258806,0.037887316
ISIC_0258821,0.015264037
ISIC_0259179,0.082824074
ISIC_0259615,0.050367903
ISIC_0260290,0.088093646
ISIC_0260316,0.14515261
ISIC_0260475,0.06986371
ISIC_0261693,0.020527305
ISIC_0261781,0.018422367
ISIC_0262276,0.23698187
ISIC_0262401,0.037213642
ISIC_0262618,0.13133745
ISIC_0262770,0.07245622
ISIC_0263478,0.025079498
ISIC_0263522,0.04932441
ISIC_0263916,0.19124697
ISIC_0264941,0.03655233
ISIC_0265576,0.11966444
ISIC_0266738,0.20624387
ISIC_0267054,0.09618759
ISIC_0267586,0.12804776
ISIC_0268080,0.12554096
ISIC_0268557,0.08008123
ISIC_0268633,0.073654994
ISIC_0268701,0.028389508
ISIC_0268784,0.05677611
ISIC_0268811,0.10334615
ISIC_0270289,0.03188696
ISIC_0270582,0.010089705
ISIC_0271017,0.06491717
ISIC_0271121,0.08219233
ISIC_0271299,0.03234256
ISIC_0271922,0.11945636
ISIC_0272026,0.015978847
ISIC_0272509,0.13137478
ISIC_0272567,0.027199334
ISIC_0273046,0.21573167
ISIC_0273664,0.039359275
ISIC_0273685,0.065595746
ISIC_0274625,0.07070204
ISIC_0274900,0.02283871
ISIC_0275409,0.029405879
ISIC_0275693,0.13491674
ISIC_0276167,0.027955031
ISIC_0277115,0.09284636
ISIC_0277340,0.055123564
ISIC_0277354,0.043420583
ISIC_0277705,0.09863683
ISIC_0277727,0.0771598
ISIC_0278021,0.06846565
ISIC_0278130,0.03836757
ISIC_0278346,0.03441963
ISIC_0279526,0.12425608
ISIC_0280208,0.07407662
ISIC_0280749,0.035086837
ISIC_0280912,0.16587459
ISIC_0281179,0.20444971
ISIC_0281291,0.059934434
ISIC_0281404,0.11644129
ISIC_0281631,0.055976003
ISIC_0281753,0.017390808
ISIC_0282281,0.035340328
ISIC_0282422,0.019897513
ISIC_0283463,0.06463171
ISIC_0283511,0.050273526
ISIC_0283957,0.051316608
ISIC_0284295,0.10650357
ISIC_0284505,0.0457837
ISIC_0285051,0.03318606
ISIC_0285095,0.05721816
ISIC_0285157,0.03333052
ISIC_0286360,0.24830182
ISIC_0286750,0.026771957
ISIC_0287510,0.100668885
ISIC_0287804,0.019830944
ISIC_0288916,0.04158632
ISIC_0289191,0.011444651
ISIC_0289478,0.023545474
ISIC_0290785,0.10649848
ISIC_0290881,0.08332133
ISIC_0291277,0.088714264
ISIC_0291394,0.12654558
ISIC_0291473,0.12395205
ISIC_0291882,0.06953686
ISIC_0292158,0.06271926
ISIC_0292349,0.027978174
ISIC_0292616,0.19994803
ISIC_0293086,0.013931897
ISIC_0293607,0.08487562
ISIC_0294170,0.09296817
ISIC_0294249,0.01206455
ISIC_0294399,0.04164966
ISIC_0294733,0.07391786
ISIC_0294910,0.03898264
ISIC_0295003,0.10914886
ISIC_0295178,0.09987259
ISIC_0295323,0.037216153
ISIC_0296580,0.015710859
ISIC_0296785,0.060583234
ISIC_0297032,0.023393393
ISIC_0297186,0.05071078
ISIC_0297558,0.01462841
ISIC_0297595,0.06034689
ISIC_0297795,0.047841415
ISIC_0298274,0.07663045
ISIC_0299242,0.21523164
ISIC_0299741,0.04516369
ISIC_0301404,0.030749017
ISIC_0301568,0.038831946
ISIC_0301734,0.02018336
ISIC_0303196,0.08755938
ISIC_0303421,0.050430413
ISIC_0304019,0.03529371
ISIC_0304042,0.056767564
ISIC_0304703,0.03421777
ISIC_0305250,0.018130524
ISIC_0305679,0.023482934
ISIC_0305800,0.013765822
ISIC_0305842,0.038879763
ISIC_0305928,0.051051002
ISIC_0307909,0.085136026
ISIC_0307958,0.09727364
ISIC_0308127,0.026675679
ISIC_0308133,0.045610253
ISIC_0308888,0.06124631
ISIC_0309642,0.08488659
ISIC_0310231,0.06015715
ISIC_0310341,0.026481448
ISIC_0310588,0.035024185
ISIC_0311112,0.018454527
ISIC_0311369,0.015427577
ISIC_0311783,0.08799908
ISIC_0312662,0.17100595
ISIC_0313507,0.08102351
ISIC_0313653,0.024225913
ISIC_0313924,0.051552266
ISIC_0315525,0.04372847
ISIC_0316025,0.0302859
ISIC_0316656,0.15079936
ISIC_0316668,0.037510175
ISIC_0316826,0.1637987
ISIC_0316933,0.073891625
ISIC_0317589,0.16850823
ISIC_0318642,0.046579767
ISIC_0319410,0.019534806
ISIC_0319491,0.036104154
ISIC_0319715,0.09174993
ISIC_0319928,0.05478272
ISIC_0320013,0.067432135
ISIC_0320227,0.10464006
ISIC_0320334,0.026354244
ISIC_0321114,0.076465435
ISIC_0322004,0.059015322
ISIC_0322340,0.04042336
ISIC_0322371,0.08595122
ISIC_0322967,0.06388776
ISIC_0323792,0.057632517
ISIC_0324255,0.028627628
ISIC_0324380,0.116624616
ISIC_0324600,0.10803431
ISIC_0325664,0.21122468
ISIC_0326523,0.062455654
ISIC_0326608,0.055824775
ISIC_0327120,0.12095975
ISIC_0327225,0.043769162
ISIC_0327406,0.16689818
ISIC_0329458,0.034430552
ISIC_0330567,0.016557494
ISIC_0331124,0.02440211
ISIC_0331389,0.018278688
ISIC_0331947,0.012854078
ISIC_0332337,0.061101053
ISIC_0332865,0.050716367
ISIC_0333102,0.042306434
ISIC_0333246,0.08086819
ISIC_0333589,0.11404991
ISIC_0333736,0.04072531
ISIC_0333899,0.02083949
ISIC_0334153,0.052292485
ISIC_0335172,0.06963367
ISIC_0335396,0.013754412
ISIC_0337541,0.013860561
ISIC_0337631,0.15930493
ISIC_0337921,0.032325026
ISIC_0338712,0.037551455
ISIC_0339773,0.02340061
ISIC_0339922,0.076306984
ISIC_0339930,0.038695496
ISIC_0339959,0.032377537
ISIC_0340256,0.041475922
ISIC_0340453,0.01842419
ISIC_0340995,0.019533524
ISIC_0341298,0.06968812
ISIC_0341350,0.07555468
ISIC_0341663,0.07853479
ISIC_0342557,0.08936006
ISIC_0342587,0.069680154
ISIC_0342608,0.08577236
ISIC_0342869,0.026098393
ISIC_0343061,0.16153073
ISIC_0343860,0.08893653
ISIC_0344658,0.026101753
ISIC_0345845,0.10520446
ISIC_0347263,0.026784385
ISIC_0347984,0.107335
ISIC_0348150,0.036052186
ISIC_0348503,0.033355508
ISIC_0348633,0.0128304465
ISIC_0349996,0.018798674
ISIC_0350117,0.09868822
ISIC_0350269,0.1068996
ISIC_0350472,0.066541
ISIC_0350875,0.070661776
ISIC_0351084,0.12706445
ISIC_0351188,0.15605275
ISIC_0351240,0.025961138
ISIC_0351547,0.025048247
ISIC_0351666,0.16298383
ISIC_0353165,0.010483105
ISIC_0353280,0.022377389
ISIC_0353655,0.07984277
ISIC_0354123,0.018636001
ISIC_0354535,0.0127887875
ISIC_0354589,0.008598429
ISIC_0354635,0.013301614
ISIC_0355023,0.06924309
ISIC_0355177,0.034788936
ISIC_0355197,0.07573
ISIC_0355222,0.10195088
ISIC_0355705,0.11162397
ISIC_0355920,0.007774091
ISIC_0356611,0.06340607
ISIC_0356904,0.109600425
ISIC_0356995,0.05967078
ISIC_0357043,0.11654922
ISIC_0357231,0.014524955
ISIC_0357525,0.06274016
ISIC_0358326,0.04714109
ISIC_0358490,0.10606288
ISIC_0359307,0.096273154
ISIC_0359698,0.028300524
ISIC_0360367,0.0667302
ISIC_0360822,0.0950523
ISIC_0360988,0.034254555
ISIC_0361034,0.03355671
ISIC_0361341,0.026264971
ISIC_0361529,0.10260379
ISIC_0361741,0.044116657
ISIC_0361914,0.030777028
ISIC_0362039,0.07546696
ISIC_0362190,0.1391338
ISIC_0362853,0.19563977
ISIC_0363130,0.024947569
ISIC_0363161,0.1087361
ISIC_0363251,0.024604775
ISIC_0363576,0.08011925
ISIC_0364478,0.11908421
ISIC_0364641,0.03210415
ISIC_0365216,0.009628702
ISIC_0365540,0.04215255
ISIC_0366021,0.067989945
ISIC_0366085,0.067938924
ISIC_0367225,0.0390429
ISIC_0367913,0.049373638
ISIC_0368894,0.069378234
ISIC_0369348,0.021696925
ISIC_0369831,0.2764494
ISIC_0370008,0.10773897
ISIC_0371772,0.09393036
ISIC_0372318,0.03165703
ISIC_0372350,0.09697401
ISIC_0372376,0.0050877794
ISIC_0373585,0.029281342
ISIC_0374029,0.080877624
ISIC_0374710,0.015892774
ISIC_0374954,0.027121747
ISIC_0375068,0.013559303
ISIC_0375073,0.075734384
ISIC_0375775,0.16532147
ISIC_0376301,0.14151983
ISIC_0377184,0.07917118
ISIC_0377213,0.0052864808
ISIC_0377420,0.06328046
ISIC_0377965,0.099981755
ISIC_0378169,0.108194984
ISIC_0378714,0.0100455815
ISIC_0379551,0.14060536
ISIC_0379863,0.071098305
ISIC_0379931,0.020771887
ISIC_0379979,0.019460147
ISIC_0380545,0.020976277
ISIC_0380622,0.1136274
ISIC_0380779,0.05276267
ISIC_0380954,0.017314455
ISIC_0381051,0.121977985
ISIC_0381342,0.089025535
ISIC_0381930,0.031775665
ISIC_0381980,0.07474107
ISIC_0383524,0.05676825
ISIC_0383804,0.18326755
ISIC_0384107,0.12634818
ISIC_0384200,0.02428698
ISIC_0384214,0.15883216
ISIC_0384407,0.04239133
ISIC_0384664,0.04165135
ISIC_0385579,0.028163457
ISIC_0385609,0.08681356
ISIC_0385633,0.055441897
ISIC_0386664,0.06058022
ISIC_0388873,0.049841817
ISIC_0389629,0.043245535
ISIC_0389955,0.022277499
ISIC_0391694,0.023014897
ISIC_0392105,0.1475173
ISIC_0392334,0.091622986
ISIC_0392759,0.05734561
ISIC_0392942,0.059957683
ISIC_0392966,0.28036663
ISIC_0393088,0.04493007
ISIC_0394030,0.18712044
ISIC_0394140,0.06727066
ISIC_0394157,0.027572393
ISIC_0395456,0.14771493
ISIC_0395933,0.08196085
ISIC_0396184,0.10057158
ISIC_0396865,0.11017493
ISIC_0397464,0.086776875
ISIC_0397577,0.014984067
ISIC_0398069,0.10142535
ISIC_0398140,0.10408038
ISIC_0398435,0.05772038
ISIC_0399051,0.024343567
