image_name,target
ISIC_0015719,0.02372095
ISIC_0052212,0.084432475
ISIC_0068279,0.25192633
ISIC_0074268,0.06522144
ISIC_0074542,0.06423735
ISIC_0076262,0.08244204
ISIC_0076995,0.19110616
ISIC_0077472,0.03319178
ISIC_0077735,0.0766556
ISIC_0078703,0.053357873
ISIC_0079038,0.0541539
ISIC_0080512,0.14384992
ISIC_0080752,0.17741811
ISIC_0080817,0.17965038
ISIC_0081956,0.063855596
ISIC_0082348,0.18793762
ISIC_0082934,0.27912784
ISIC_0084270,0.1551527
ISIC_0084395,0.108464204
ISIC_0086349,0.13172396
ISIC_0086462,0.04451397
ISIC_0086632,0.07108379
ISIC_0087290,0.031696696
ISIC_0088137,0.021808451
ISIC_0088489,0.2076317
ISIC_0090279,0.08240046
ISIC_0092870,0.2979767
ISIC_0094701,0.13873242
ISIC_0094755,0.28195325
ISIC_0094775,0.17813267
ISIC_0095805,0.030596152
ISIC_0096201,0.16061336
ISIC_0096227,0.030231424
ISIC_0096328,0.02744198
ISIC_0097499,0.06385713
ISIC_0097500,0.0439287
ISIC_0098198,0.15078066
ISIC_0099474,0.05293396
ISIC_0099546,0.11912462
ISIC_0100550,0.044954617
ISIC_0103298,0.032535363
ISIC_0105145,0.16035442
ISIC_0109415,0.2080475
ISIC_0109869,0.0986994
ISIC_0112097,0.1498961
ISIC_0112444,0.18348646
ISIC_0113820,0.063295186
ISIC_0114225,0.14604707
ISIC_0120729,0.28050134
ISIC_0124849,0.12939899
ISIC_0134357,0.03396967
ISIC_0140339,0.12482911
ISIC_0147642,0.19527034
ISIC_0147817,0.199139
ISIC_0147869,0.04761225
ISIC_0148783,0.029750044
ISIC_0149568,0.10740968
ISIC_0149698,0.065736696
ISIC_0149918,0.14715625
ISIC_0150363,0.04917267
ISIC_0151200,0.21756245
ISIC_0152307,0.2125445
ISIC_0153265,0.15959854
ISIC_0153549,0.174035
ISIC_0153589,0.1217872
ISIC_0153932,0.114599995
ISIC_0154032,0.19029443
ISIC_0154253,0.18478481
ISIC_0154813,0.08414761
ISIC_0154870,0.05160244
ISIC_0154872,0.18958539
ISIC_0154880,0.16400455
ISIC_0155012,0.19347878
ISIC_0155173,0.22500604
ISIC_0155273,0.14618517
ISIC_0155473,0.17708088
ISIC_0155575,0.03881364
ISIC_0156460,0.27711332
ISIC_0156642,0.25787005
ISIC_0157530,0.06516098
ISIC_0158127,0.057633832
ISIC_0158187,0.11731116
ISIC_0159060,0.35061082
ISIC_0159568,0.12076446
ISIC_0159663,0.024686756
ISIC_0160270,0.050727766
ISIC_0160340,0.07381856
ISIC_0160455,0.23103774
ISIC_0160831,0.12166381
ISIC_0161840,0.10010836
ISIC_0162627,0.13049594
ISIC_0162708,0.051640198
ISIC_0162967,0.23661478
ISIC_0163639,0.17548712
ISIC_0163765,0.08353425
ISIC_0163767,0.15360163
ISIC_0163812,0.15934546
ISIC_0164145,0.089916565
ISIC_0164297,0.26424536
ISIC_0164512,0.25671145
ISIC_0164603,0.2142096
ISIC_0164809,0.2807145
ISIC_0165273,0.086458705
ISIC_0165449,0.2751235
ISIC_0165903,0.076948315
ISIC_0165945,0.12184528
ISIC_0166202,0.13678591
ISIC_0166935,0.17927285
ISIC_0166988,0.123816036
ISIC_0167093,0.1154043
ISIC_0168306,0.16207938
ISIC_0168399,0.05976255
ISIC_0168678,0.18536818
ISIC_0169604,0.045080487
ISIC_0169687,0.1595407
ISIC_0170008,0.11486878
ISIC_0170059,0.44874176
ISIC_0170101,0.18519972
ISIC_0170583,0.2071544
ISIC_0170696,0.19609602
ISIC_0170960,0.17093652
ISIC_0171235,0.07849464
ISIC_0172020,0.13909383
ISIC_0172163,0.100360304
ISIC_0172865,0.12687796
ISIC_0173137,0.11173784
ISIC_0173385,0.16756643
ISIC_0173485,0.058166075
ISIC_0174405,0.20579584
ISIC_0174903,0.20068847
ISIC_0174983,0.086001396
ISIC_0175364,0.15314864
ISIC_0175486,0.04577728
ISIC_0176577,0.03835592
ISIC_0177190,0.086513795
ISIC_0177304,0.106522836
ISIC_0177860,0.24682307
ISIC_0178430,0.26615736
ISIC_0179056,0.16103797
ISIC_0179074,0.06382371
ISIC_0179104,0.08834431
ISIC_0180194,0.08363552
ISIC_0180510,0.049390927
ISIC_0180660,0.069451146
ISIC_0181017,0.12762035
ISIC_0181374,0.06860498
ISIC_0181445,0.23829348
ISIC_0181678,0.2968637
ISIC_0182020,0.047237337
ISIC_0182730,0.20384453
ISIC_0183256,0.06950962
ISIC_0183290,0.12147542
ISIC_0184482,0.100323014
ISIC_0184944,0.03743621
ISIC_0185051,0.19193149
ISIC_0185177,0.1632807
ISIC_0185547,0.12155161
ISIC_0185918,0.10552447
ISIC_0186437,0.062788196
ISIC_0187428,0.20840621
ISIC_0187498,0.1867723
ISIC_0187812,0.06434709
ISIC_0188432,0.37432048
ISIC_0188926,0.15201257
ISIC_0188955,0.23185909
ISIC_0189059,0.17376041
ISIC_0189333,0.25808465
ISIC_0189336,0.07345943
ISIC_0189694,0.13937514
ISIC_0189837,0.11675017
ISIC_0190870,0.11044087
ISIC_0191366,0.07540894
ISIC_0192490,0.11591935
ISIC_0192701,0.048486084
ISIC_0193907,0.22939844
ISIC_0194550,0.16139984
ISIC_0194914,0.084355734
ISIC_0195078,0.056542873
ISIC_0195699,0.048910554
ISIC_0195972,0.24506916
ISIC_0196399,0.42443314
ISIC_0196403,0.27473995
ISIC_0196502,0.093653
ISIC_0196694,0.24493079
ISIC_0196945,0.049513817
ISIC_0197584,0.21111488
ISIC_0197636,0.027157282
ISIC_0198331,0.09163975
ISIC_0198375,0.057865124
ISIC_0198392,0.18136895
ISIC_0198861,0.27924168
ISIC_0199116,0.1797897
ISIC_0199455,0.1825602
ISIC_0199494,0.22334184
ISIC_0200174,0.09944757
ISIC_0200204,0.029588124
ISIC_0200921,0.21198887
ISIC_0200999,0.2965734
ISIC_0201767,0.018331045
ISIC_0202120,0.2968118
ISIC_0202167,0.036927145
ISIC_0202259,0.06862976
ISIC_0202576,0.030013675
ISIC_0202680,0.14908652
ISIC_0203233,0.15772925
ISIC_0204580,0.175637
ISIC_0205127,0.14841135
ISIC_0205748,0.27219436
ISIC_0205926,0.2385779
ISIC_0207209,0.116836734
ISIC_0207268,0.24206978
ISIC_0207349,0.13611028
ISIC_0208378,0.15471706
ISIC_0209871,0.07960081
ISIC_0210282,0.056580257
ISIC_0210308,0.13068365
ISIC_0210423,0.17896825
ISIC_0210998,0.15672822
ISIC_0212729,0.13475685
ISIC_0213271,0.11199684
ISIC_0213336,0.024936749
ISIC_0213974,0.109808706
ISIC_0214037,0.1972677
ISIC_0214186,0.055303212
ISIC_0214635,0.058974504
ISIC_0214903,0.14580484
ISIC_0215054,0.14269494
ISIC_0215966,0.13232937
ISIC_0216690,0.07682974
ISIC_0217057,0.12403944
ISIC_0217111,0.09171944
ISIC_0217267,0.11461807
ISIC_0217818,0.16674767
ISIC_0218575,0.060820486
ISIC_0219948,0.119592436
ISIC_0220649,0.11863339
ISIC_0220926,0.09287182
ISIC_0221351,0.24177985
